country_name,year,time,deaths
Ecuador,2015,22,1366
Ecuador,2015,23,1345
Ecuador,2015,24,1238
Ecuador,2015,25,1322
Ecuador,2015,26,1318
Ecuador,2015,27,1291
Ecuador,2015,28,1243
Ecuador,2015,29,1285
Ecuador,2015,30,1213
Ecuador,2015,31,1236
Ecuador,2015,32,1235
Ecuador,2015,33,1221
Ecuador,2015,34,1252
Ecuador,2015,35,1252
Ecuador,2015,36,1209
Ecuador,2015,37,1166
Ecuador,2015,38,1196
Ecuador,2015,39,1240
Ecuador,2015,40,1252
Ecuador,2015,41,1234
Ecuador,2015,42,1226
Ecuador,2015,43,1278
Ecuador,2015,44,1210
Ecuador,2015,45,1201
Ecuador,2015,46,1229
Ecuador,2015,47,1180
Ecuador,2015,48,1224
Ecuador,2015,49,1248
Ecuador,2015,50,1260
Ecuador,2015,51,1257
Ecuador,2015,52,1242
Ecuador,2015,53,1367
Ecuador,2016,1,1241
Ecuador,2016,2,1270
Ecuador,2016,3,1250
Ecuador,2016,4,1265
Ecuador,2016,5,1339
Ecuador,2016,6,1391
Ecuador,2016,7,1264
Ecuador,2016,8,1291
Ecuador,2016,9,1327
Ecuador,2016,10,1470
Ecuador,2016,11,1434
Ecuador,2016,12,1389
Ecuador,2016,13,1466
Ecuador,2016,14,1399
Ecuador,2016,15,1987
Ecuador,2016,16,1302
Ecuador,2016,17,1259
Ecuador,2016,18,1363
Ecuador,2016,19,1238
Ecuador,2016,20,1248
Ecuador,2016,21,1260
Ecuador,2016,22,1293
Ecuador,2016,23,1276
Ecuador,2016,24,1242
Ecuador,2016,25,1333
Ecuador,2016,26,1241
Ecuador,2016,27,1237
Ecuador,2016,28,1226
Ecuador,2016,29,1258
Ecuador,2016,30,1248
Ecuador,2016,31,1243
Ecuador,2016,32,1308
Ecuador,2016,33,1238
Ecuador,2016,34,1267
Ecuador,2016,35,1346
Ecuador,2016,36,1213
Ecuador,2016,37,1245
Ecuador,2016,38,1280
Ecuador,2016,39,1250
Ecuador,2016,40,1309
Ecuador,2016,41,1303
Ecuador,2016,42,1226
Ecuador,2016,43,1270
Ecuador,2016,44,1282
Ecuador,2016,45,1395
Ecuador,2016,46,1303
Ecuador,2016,47,1242
Ecuador,2016,48,1232
Ecuador,2016,49,1295
Ecuador,2016,50,1267
Ecuador,2016,51,1370
Ecuador,2016,52,1447
Ecuador,2017,1,1351
Ecuador,2017,2,1426
Ecuador,2017,3,1359
Ecuador,2017,4,1303
Ecuador,2017,5,1364
Ecuador,2017,6,1423
Ecuador,2017,7,1400
Ecuador,2017,8,1473
Ecuador,2017,9,1497
Ecuador,2017,10,1527
Ecuador,2017,11,1500
Ecuador,2017,12,1491
Ecuador,2017,13,1477
Ecuador,2017,14,1441
Ecuador,2017,15,1411
Ecuador,2017,16,1454
Ecuador,2017,17,1321
Ecuador,2017,18,1363
Ecuador,2017,19,1394
Ecuador,2017,20,1352
Ecuador,2017,21,1357
Ecuador,2017,22,1362
Ecuador,2017,23,1364
Ecuador,2017,24,1344
Ecuador,2017,25,1306
Ecuador,2017,26,1342
Ecuador,2017,27,1313
Ecuador,2017,28,1379
Ecuador,2017,29,1317
Ecuador,2017,30,1312
Ecuador,2017,31,1386
Ecuador,2017,32,1262
Ecuador,2017,33,1306
Ecuador,2017,34,1222
Ecuador,2017,35,1294
Ecuador,2017,36,1258
Ecuador,2017,37,1227
Ecuador,2017,38,1259
Ecuador,2017,39,1230
Ecuador,2017,40,1310
Ecuador,2017,41,1220
Ecuador,2017,42,1293
Ecuador,2017,43,1285
Ecuador,2017,44,1319
Ecuador,2017,45,1309
Ecuador,2017,46,1288
Ecuador,2017,47,1261
Ecuador,2017,48,1325
Ecuador,2017,49,1329
Ecuador,2017,50,1260
Ecuador,2017,51,1341
Ecuador,2017,52,1342
Ecuador,2018,1,1502
Ecuador,2018,2,1496
Ecuador,2018,3,1492
Ecuador,2018,4,1581
Ecuador,2018,5,1418
Ecuador,2018,6,1395
Ecuador,2018,7,1502
Ecuador,2018,8,1451
Ecuador,2018,9,1413
Ecuador,2018,10,1432
Ecuador,2018,11,1399
Ecuador,2018,12,1283
Ecuador,2018,13,1330
Ecuador,2018,14,1383
Ecuador,2018,15,1369
Ecuador,2018,16,1334
Ecuador,2018,17,1316
Ecuador,2018,18,1356
Ecuador,2018,19,1274
Ecuador,2018,20,1429
Ecuador,2018,21,1286
Ecuador,2018,22,1248
Ecuador,2018,23,1370
Ecuador,2018,24,1357
Ecuador,2018,25,1309
Ecuador,2018,26,1388
Ecuador,2018,27,1415
Ecuador,2018,28,1368
Ecuador,2018,29,1324
Ecuador,2018,30,1283
Ecuador,2018,31,1376
Ecuador,2018,32,1355
Ecuador,2018,33,1440
Ecuador,2018,34,1318
Ecuador,2018,35,1444
Ecuador,2018,36,1361
Ecuador,2018,37,1373
Ecuador,2018,38,1296
Ecuador,2018,39,1352
Ecuador,2018,40,1403
Ecuador,2018,41,1315
Ecuador,2018,42,1326
Ecuador,2018,43,1311
Ecuador,2018,44,1370
Ecuador,2018,45,1394
Ecuador,2018,46,1337
Ecuador,2018,47,1344
Ecuador,2018,48,1331
Ecuador,2018,49,1380
Ecuador,2018,50,1447
Ecuador,2018,51,1492
Ecuador,2018,52,1501
Ecuador,2019,1,1540
Ecuador,2019,2,1534
Ecuador,2019,3,1499
Ecuador,2019,4,1528
Ecuador,2019,5,1478
Ecuador,2019,6,1529
Ecuador,2019,7,1475
Ecuador,2019,8,1441
Ecuador,2019,9,1467
Ecuador,2019,10,1513
Ecuador,2019,11,1505
Ecuador,2019,12,1480
Ecuador,2019,13,1430
Ecuador,2019,14,1465
Ecuador,2019,15,1389
Ecuador,2019,16,1417
Ecuador,2019,17,1450
Ecuador,2019,18,1414
Ecuador,2019,19,1315
Ecuador,2019,20,1355
Ecuador,2019,21,1349
Ecuador,2019,22,1370
Ecuador,2019,23,1350
Ecuador,2019,24,1374
Ecuador,2019,25,1385
Ecuador,2019,26,1377
Ecuador,2019,27,1441
Ecuador,2019,28,1308
Ecuador,2019,29,1404
Ecuador,2019,30,1365
Ecuador,2019,31,1372
Ecuador,2019,32,1407
Ecuador,2019,33,1436
Ecuador,2019,34,1399
Ecuador,2019,35,1444
Ecuador,2019,36,1497
Ecuador,2019,37,1447
Ecuador,2019,38,1402
Ecuador,2019,39,1398
Ecuador,2019,40,1325
Ecuador,2019,41,1349
Ecuador,2019,42,1371
Ecuador,2019,43,1306
Ecuador,2019,44,1426
Ecuador,2019,45,1432
Ecuador,2019,46,1384
Ecuador,2019,47,1441
Ecuador,2019,48,1381
Ecuador,2019,49,1350
Ecuador,2019,50,1479
Ecuador,2019,51,1359
Ecuador,2019,52,1127
Ecuador,2020,1,1372
Ecuador,2020,2,1567
Ecuador,2020,3,1518
Ecuador,2020,4,1462
Ecuador,2020,5,1365
Ecuador,2020,6,1432
Ecuador,2020,7,1512
Ecuador,2020,8,1483
Ecuador,2020,9,1548
Ecuador,2020,10,1445
Ecuador,2020,11,1477
Ecuador,2020,12,1538
Ecuador,2020,13,3779
Ecuador,2020,14,7263
Ecuador,2020,15,6440
Ecuador,2020,16,4527
Ecuador,2020,17,3527
Ecuador,2020,18,2872
Ecuador,2020,19,2637
Ecuador,2020,20,2332
Ecuador,2020,21,2207
Ecuador,2020,22,2134
Ecuador,2020,23,2097
Ecuador,2020,24,2189
Ecuador,2020,25,2158
Ecuador,2020,26,2148
Ecuador,2020,27,2249
Ecuador,2020,28,2437
Ecuador,2020,29,2540
Ecuador,2020,30,2579
Ecuador,2020,31,2548
Ecuador,2020,32,2491
Ecuador,2020,33,2382
Ecuador,2020,34,2202
Ecuador,2020,35,2091
Ecuador,2020,36,2073
Ecuador,2020,37,1954
Ecuador,2020,38,1887
Ecuador,2020,39,1790
Ecuador,2020,40,1704
Ecuador,2020,41,1834
Ecuador,2020,42,1719
Ecuador,2020,43,1761
Ecuador,2020,44,1685
Ecuador,2020,45,1676
Ecuador,2020,46,1767
Ecuador,2020,47,1816
Ecuador,2020,48,1723
Ecuador,2020,49,1803
Ecuador,2020,50,1670
Ecuador,2020,51,1788
Ecuador,2020,52,1783
Ecuador,2020,53,1923
Ecuador,2021,1,2016
Ecuador,2021,2,2204
Ecuador,2021,3,2349
Ecuador,2021,4,2219
Ecuador,2021,5,2246
Ecuador,2021,6,2222
Ecuador,2021,7,2258
Ecuador,2021,8,2286
Ecuador,2021,9,2232
Ecuador,2021,10,2434
Ecuador,2021,11,2642
Ecuador,2021,12,2724
Ecuador,2021,13,2870
Ecuador,2021,14,3063
Ecuador,2021,15,3158
Ecuador,2021,16,3276
Ecuador,2021,17,3102
Ecuador,2021,18,2911
Ecuador,2021,19,2593
Ecuador,2021,20,2398
Ecuador,2021,21,2192
Ecuador,2021,22,2006
Ecuador,2021,23,1989
Ecuador,2021,24,1944
Ecuador,2021,25,1925
Ecuador,2021,26,1840
Ecuador,2021,27,1891
Ecuador,2021,28,1822
Ecuador,2021,29,1746
Ecuador,2021,30,1775
Ecuador,2021,31,1634
Ecuador,2021,32,1597
Ecuador,2021,33,1560
Ecuador,2021,34,1620
Ecuador,2021,35,1589
Ecuador,2021,36,1534
Ecuador,2021,37,1557
Ecuador,2021,38,1504
Ecuador,2021,39,1618
Ecuador,2021,40,1516
Ecuador,2021,41,1564
Ecuador,2021,42,1489
Ecuador,2021,43,1481
Ecuador,2021,44,1486
Ecuador,2021,45,1595
Ecuador,2021,46,1618
Ecuador,2021,47,1603
Ecuador,2021,48,1539
Ecuador,2021,49,1649
Ecuador,2021,50,1660
Ecuador,2021,51,1750
Ecuador,2021,52,1814
Ecuador,2022,1,1960
Ecuador,2022,2,2297
Ecuador,2022,3,2674
Ecuador,2022,4,2536
Ecuador,2022,5,2404
Ecuador,2022,6,2066
Ecuador,2022,7,1840
Ecuador,2022,8,1698
Ecuador,2022,9,1812
Ecuador,2022,10,1630
Ecuador,2022,11,1641
Ecuador,2022,12,1745
Ecuador,2022,13,1691
Ecuador,2022,14,1627
Ecuador,2022,15,1618
Ecuador,2022,16,1629
Ecuador,2022,17,1549
Ecuador,2022,18,1547
Ecuador,2022,19,1621
Ecuador,2022,20,1576
Ecuador,2022,21,1613
Ecuador,2022,22,1607
Ecuador,2022,23,1691
Ecuador,2022,24,1658
Ecuador,2022,25,1708
Ecuador,2022,26,1671
Ecuador,2022,27,1651
Ecuador,2022,28,1715
Ecuador,2022,29,1738
Ecuador,2022,30,1761
Ecuador,2022,31,1725
Ecuador,2022,32,1805
Ecuador,2022,33,1730
Ecuador,2022,34,1692
Ecuador,2022,35,1655
Ecuador,2022,36,1563
Ecuador,2022,37,1626
Ecuador,2022,38,1567
Ecuador,2022,39,1575
Ecuador,2022,40,1576
Ecuador,2022,41,1575
Ecuador,2022,42,1562
Ecuador,2022,43,1556
Ecuador,2022,44,1641
Ecuador,2022,45,1488
Ecuador,2022,46,1561
Ecuador,2022,47,1647
Ecuador,2022,48,1739
Ecuador,2022,49,1714
Ecuador,2022,50,1744
Ecuador,2022,51,1843
Ecuador,2022,52,1872
Ecuador,2023,1,1733
Ecuador,2023,2,1663
Ecuador,2023,3,1663
Ecuador,2023,4,1659
Ecuador,2023,5,1666
Ecuador,2023,6,1618
Ecuador,2023,7,1689
Ecuador,2023,8,1654
Ecuador,2023,9,1599
Ecuador,2023,10,1726
Ecuador,2023,11,1724
Ecuador,2023,12,1835
Ecuador,2023,13,1719
Ecuador,2023,14,1731
Ecuador,2023,15,1746
Ecuador,2023,16,1652
Ecuador,2023,17,1746
Ecuador,2023,18,1822
Ecuador,2023,19,1726
Ecuador,2023,20,1719
Ecuador,2023,21,1722
Ecuador,2023,22,1704
Ecuador,2023,23,1727
Ecuador,2023,24,1642
Ecuador,2023,25,1793
Ecuador,2023,26,1695
Ecuador,2023,27,1682
Ecuador,2023,28,1729
Ecuador,2023,29,1711
Ecuador,2023,30,1630
Ecuador,2023,31,1631
Ecuador,2023,32,1658
Ecuador,2023,33,1601
Ecuador,2023,34,1644
Ecuador,2023,35,1621
Ecuador,2023,36,1674
Ecuador,2023,37,1574
Ecuador,2023,38,1687
Ecuador,2023,39,1687
Ecuador,2023,40,1733
Ecuador,2023,41,1613
Ecuador,2023,42,1618
Ecuador,2023,43,1708
Ecuador,2023,44,1738
Ecuador,2023,45,1701
Ecuador,2023,46,1718
Ecuador,2023,47,1837
Ecuador,2023,48,1746
Ecuador,2023,49,1724
Ecuador,2023,50,1765
Ecuador,2023,51,1822
Ecuador,2023,52,1832
Ecuador,2024,1,1818
Ecuador,2024,2,1720
Ecuador,2024,3,1640
Ecuador,2024,4,1708
Ecuador,2024,5,1646
Ecuador,2024,6,1581
Ecuador,2024,7,1634
Ecuador,2024,8,1636
Ecuador,2024,9,1664
Ecuador,2024,10,1683
Ecuador,2024,11,1691
Ecuador,2024,12,1752
Ecuador,2024,13,1705
Ecuador,2024,14,1663
Ecuador,2024,15,1728
Ecuador,2024,16,1627
Ecuador,2024,17,1697
Ecuador,2024,18,1619
Ecuador,2024,19,1701
Ecuador,2024,20,1607
Ecuador,2024,21,1627
Ecuador,2024,22,1618
Ecuador,2024,23,1701
Ecuador,2024,24,1758
Ecuador,2024,25,1690
Ecuador,2024,26,1689
Ecuador,2024,27,1709
Ecuador,2024,28,1687
Ecuador,2024,29,1674
Ecuador,2024,30,1767
Ecuador,2024,31,1722
Ecuador,2024,32,1689
Ecuador,2024,33,1712
Ecuador,2024,34,1742
Ecuador,2024,35,1722
Ecuador,2024,36,1781
Ecuador,2024,37,1726
Ecuador,2024,38,1683
Ecuador,2024,39,1735
Ecuador,2024,40,1773
Ecuador,2024,41,1699
Ecuador,2024,42,1695
Ecuador,2024,43,1732
Ecuador,2024,44,1663
Ecuador,2024,45,1720
Ecuador,2024,46,1855
Ecuador,2024,47,1738
Ecuador,2024,48,1765
Ecuador,2024,49,1805
Ecuador,2024,50,1742
Ecuador,2024,51,1869
Ecuador,2024,52,1850
Estonia,2015,1,354
Estonia,2015,2,340
Estonia,2015,3,294
Estonia,2015,4,321
Estonia,2015,5,329
Estonia,2015,6,332
Estonia,2015,7,324
Estonia,2015,8,332
Estonia,2015,9,324
Estonia,2015,10,355
Estonia,2015,11,341
Estonia,2015,12,331
Estonia,2015,13,317
Estonia,2015,14,304
Estonia,2015,15,311
Estonia,2015,16,297
Estonia,2015,17,302
Estonia,2015,18,265
Estonia,2015,19,278
Estonia,2015,20,333
Estonia,2015,21,283
Estonia,2015,22,285
Estonia,2015,23,289
Estonia,2015,24,267
Estonia,2015,25,285
Estonia,2015,26,239
Estonia,2015,27,277
Estonia,2015,28,250
Estonia,2015,29,236
Estonia,2015,30,238
Estonia,2015,31,259
Estonia,2015,32,276
Estonia,2015,33,289
Estonia,2015,34,261
Estonia,2015,35,259
Estonia,2015,36,248
Estonia,2015,37,301
Estonia,2015,38,285
Estonia,2015,39,292
Estonia,2015,40,301
Estonia,2015,41,316
Estonia,2015,42,296
Estonia,2015,43,279
Estonia,2015,44,270
Estonia,2015,45,277
Estonia,2015,46,285
Estonia,2015,47,256
Estonia,2015,48,282
Estonia,2015,49,258
Estonia,2015,50,305
Estonia,2015,51,318
Estonia,2015,52,267
Estonia,2015,53,268
Estonia,2016,1,322
Estonia,2016,2,334
Estonia,2016,3,301
Estonia,2016,4,335
Estonia,2016,5,319
Estonia,2016,6,353
Estonia,2016,7,276
Estonia,2016,8,313
Estonia,2016,9,317
Estonia,2016,10,293
Estonia,2016,11,303
Estonia,2016,12,263
Estonia,2016,13,323
Estonia,2016,14,312
Estonia,2016,15,307
Estonia,2016,16,298
Estonia,2016,17,295
Estonia,2016,18,304
Estonia,2016,19,299
Estonia,2016,20,288
Estonia,2016,21,276
Estonia,2016,22,277
Estonia,2016,23,258
Estonia,2016,24,276
Estonia,2016,25,270
Estonia,2016,26,263
Estonia,2016,27,251
Estonia,2016,28,270
Estonia,2016,29,276
Estonia,2016,30,264
Estonia,2016,31,232
Estonia,2016,32,280
Estonia,2016,33,285
Estonia,2016,34,278
Estonia,2016,35,271
Estonia,2016,36,283
Estonia,2016,37,278
Estonia,2016,38,295
Estonia,2016,39,305
Estonia,2016,40,282
Estonia,2016,41,284
Estonia,2016,42,313
Estonia,2016,43,313
Estonia,2016,44,303
Estonia,2016,45,330
Estonia,2016,46,299
Estonia,2016,47,292
Estonia,2016,48,284
Estonia,2016,49,286
Estonia,2016,50,312
Estonia,2016,51,309
Estonia,2016,52,364
Estonia,2017,1,364
Estonia,2017,2,393
Estonia,2017,3,386
Estonia,2017,4,360
Estonia,2017,5,392
Estonia,2017,6,351
Estonia,2017,7,344
Estonia,2017,8,337
Estonia,2017,9,304
Estonia,2017,10,328
Estonia,2017,11,296
Estonia,2017,12,304
Estonia,2017,13,322
Estonia,2017,14,286
Estonia,2017,15,293
Estonia,2017,16,285
Estonia,2017,17,267
Estonia,2017,18,308
Estonia,2017,19,319
Estonia,2017,20,292
Estonia,2017,21,290
Estonia,2017,22,268
Estonia,2017,23,293
Estonia,2017,24,262
Estonia,2017,25,247
Estonia,2017,26,272
Estonia,2017,27,290
Estonia,2017,28,249
Estonia,2017,29,242
Estonia,2017,30,296
Estonia,2017,31,272
Estonia,2017,32,304
Estonia,2017,33,260
Estonia,2017,34,270
Estonia,2017,35,305
Estonia,2017,36,259
Estonia,2017,37,265
Estonia,2017,38,267
Estonia,2017,39,271
Estonia,2017,40,273
Estonia,2017,41,269
Estonia,2017,42,285
Estonia,2017,43,291
Estonia,2017,44,324
Estonia,2017,45,262
Estonia,2017,46,299
Estonia,2017,47,267
Estonia,2017,48,324
Estonia,2017,49,294
Estonia,2017,50,264
Estonia,2017,51,301
Estonia,2017,52,310
Estonia,2018,1,328
Estonia,2018,2,319
Estonia,2018,3,290
Estonia,2018,4,338
Estonia,2018,5,333
Estonia,2018,6,343
Estonia,2018,7,347
Estonia,2018,8,389
Estonia,2018,9,391
Estonia,2018,10,391
Estonia,2018,11,384
Estonia,2018,12,361
Estonia,2018,13,326
Estonia,2018,14,337
Estonia,2018,15,319
Estonia,2018,16,318
Estonia,2018,17,276
Estonia,2018,18,269
Estonia,2018,19,268
Estonia,2018,20,300
Estonia,2018,21,281
Estonia,2018,22,266
Estonia,2018,23,262
Estonia,2018,24,282
Estonia,2018,25,277
Estonia,2018,26,261
Estonia,2018,27,230
Estonia,2018,28,280
Estonia,2018,29,310
Estonia,2018,30,291
Estonia,2018,31,321
Estonia,2018,32,302
Estonia,2018,33,234
Estonia,2018,34,261
Estonia,2018,35,255
Estonia,2018,36,278
Estonia,2018,37,265
Estonia,2018,38,284
Estonia,2018,39,283
Estonia,2018,40,273
Estonia,2018,41,301
Estonia,2018,42,282
Estonia,2018,43,299
Estonia,2018,44,282
Estonia,2018,45,259
Estonia,2018,46,284
Estonia,2018,47,289
Estonia,2018,48,283
Estonia,2018,49,316
Estonia,2018,50,319
Estonia,2018,51,318
Estonia,2018,52,329
Estonia,2019,1,351
Estonia,2019,2,338
Estonia,2019,3,383
Estonia,2019,4,324
Estonia,2019,5,325
Estonia,2019,6,325
Estonia,2019,7,317
Estonia,2019,8,322
Estonia,2019,9,331
Estonia,2019,10,305
Estonia,2019,11,294
Estonia,2019,12,300
Estonia,2019,13,296
Estonia,2019,14,257
Estonia,2019,15,290
Estonia,2019,16,299
Estonia,2019,17,286
Estonia,2019,18,301
Estonia,2019,19,274
Estonia,2019,20,313
Estonia,2019,21,303
Estonia,2019,22,276
Estonia,2019,23,296
Estonia,2019,24,257
Estonia,2019,25,281
Estonia,2019,26,279
Estonia,2019,27,263
Estonia,2019,28,278
Estonia,2019,29,286
Estonia,2019,30,314
Estonia,2019,31,256
Estonia,2019,32,269
Estonia,2019,33,323
Estonia,2019,34,251
Estonia,2019,35,271
Estonia,2019,36,261
Estonia,2019,37,254
Estonia,2019,38,277
Estonia,2019,39,282
Estonia,2019,40,305
Estonia,2019,41,257
Estonia,2019,42,286
Estonia,2019,43,296
Estonia,2019,44,293
Estonia,2019,45,271
Estonia,2019,46,288
Estonia,2019,47,299
Estonia,2019,48,291
Estonia,2019,49,327
Estonia,2019,50,304
Estonia,2019,51,305
Estonia,2019,52,302
Estonia,2020,1,294
Estonia,2020,2,326
Estonia,2020,3,308
Estonia,2020,4,299
Estonia,2020,5,307
Estonia,2020,6,271
Estonia,2020,7,322
Estonia,2020,8,331
Estonia,2020,9,315
Estonia,2020,10,293
Estonia,2020,11,340
Estonia,2020,12,311
Estonia,2020,13,325
Estonia,2020,14,312
Estonia,2020,15,310
Estonia,2020,16,309
Estonia,2020,17,319
Estonia,2020,18,304
Estonia,2020,19,307
Estonia,2020,20,285
Estonia,2020,21,278
Estonia,2020,22,301
Estonia,2020,23,269
Estonia,2020,24,273
Estonia,2020,25,279
Estonia,2020,26,287
Estonia,2020,27,268
Estonia,2020,28,270
Estonia,2020,29,284
Estonia,2020,30,296
Estonia,2020,31,304
Estonia,2020,32,281
Estonia,2020,33,295
Estonia,2020,34,265
Estonia,2020,35,298
Estonia,2020,36,280
Estonia,2020,37,256
Estonia,2020,38,312
Estonia,2020,39,330
Estonia,2020,40,301
Estonia,2020,41,274
Estonia,2020,42,309
Estonia,2020,43,304
Estonia,2020,44,267
Estonia,2020,45,287
Estonia,2020,46,291
Estonia,2020,47,317
Estonia,2020,48,334
Estonia,2020,49,339
Estonia,2020,50,348
Estonia,2020,51,344
Estonia,2020,52,360
Estonia,2020,53,368
Estonia,2021,1,378
Estonia,2021,2,392
Estonia,2021,3,406
Estonia,2021,4,353
Estonia,2021,5,348
Estonia,2021,6,376
Estonia,2021,7,342
Estonia,2021,8,405
Estonia,2021,9,418
Estonia,2021,10,420
Estonia,2021,11,421
Estonia,2021,12,403
Estonia,2021,13,406
Estonia,2021,14,404
Estonia,2021,15,386
Estonia,2021,16,367
Estonia,2021,17,313
Estonia,2021,18,341
Estonia,2021,19,344
Estonia,2021,20,318
Estonia,2021,21,320
Estonia,2021,22,295
Estonia,2021,23,302
Estonia,2021,24,302
Estonia,2021,25,395
Estonia,2021,26,310
Estonia,2021,27,367
Estonia,2021,28,319
Estonia,2021,29,279
Estonia,2021,30,280
Estonia,2021,31,308
Estonia,2021,32,305
Estonia,2021,33,291
Estonia,2021,34,292
Estonia,2021,35,325
Estonia,2021,36,339
Estonia,2021,37,297
Estonia,2021,38,346
Estonia,2021,39,346
Estonia,2021,40,342
Estonia,2021,41,348
Estonia,2021,42,355
Estonia,2021,43,414
Estonia,2021,44,419
Estonia,2021,45,392
Estonia,2021,46,397
Estonia,2021,47,416
Estonia,2021,48,363
Estonia,2021,49,379
Estonia,2021,50,373
Estonia,2021,51,375
Estonia,2021,52,284
Estonia,2022,1,381
Estonia,2022,2,372
Estonia,2022,3,333
Estonia,2022,4,357
Estonia,2022,5,390
Estonia,2022,6,374
Estonia,2022,7,429
Estonia,2022,8,438
Estonia,2022,9,400
Estonia,2022,10,383
Estonia,2022,11,362
Estonia,2022,12,346
Estonia,2022,13,326
Estonia,2022,14,317
Estonia,2022,15,303
Estonia,2022,16,316
Estonia,2022,17,275
Estonia,2022,18,305
Estonia,2022,19,321
Estonia,2022,20,285
Estonia,2022,21,280
Estonia,2022,22,283
Estonia,2022,23,325
Estonia,2022,24,296
Estonia,2022,25,333
Estonia,2022,26,336
Estonia,2022,27,306
Estonia,2022,28,296
Estonia,2022,29,298
Estonia,2022,30,311
Estonia,2022,31,314
Estonia,2022,32,276
Estonia,2022,33,313
Estonia,2022,34,302
Estonia,2022,35,279
Estonia,2022,36,290
Estonia,2022,37,336
Estonia,2022,38,313
Estonia,2022,39,353
Estonia,2022,40,306
Estonia,2022,41,310
Estonia,2022,42,282
Estonia,2022,43,314
Estonia,2022,44,345
Estonia,2022,45,331
Estonia,2022,46,338
Estonia,2022,47,298
Estonia,2022,48,316
Estonia,2022,49,372
Estonia,2022,50,397
Estonia,2022,51,374
Estonia,2022,52,365
Estonia,2023,1,388
Estonia,2023,2,407
Estonia,2023,3,373
Estonia,2023,4,334
Estonia,2023,5,318
Estonia,2023,6,310
Estonia,2023,7,335
Estonia,2023,8,296
Estonia,2023,9,294
Estonia,2023,10,309
Estonia,2023,11,287
Estonia,2023,12,287
Estonia,2023,13,309
Estonia,2023,14,283
Estonia,2023,15,300
Estonia,2023,16,328
Estonia,2023,17,312
Estonia,2023,18,303
Estonia,2023,19,303
Estonia,2023,20,298
Estonia,2023,21,261
Estonia,2023,22,294
Estonia,2023,23,309
Estonia,2023,24,309
Estonia,2023,25,315
Estonia,2023,26,250
Estonia,2023,27,268
Estonia,2023,28,279
Estonia,2023,29,287
Estonia,2023,30,254
Estonia,2023,31,270
Estonia,2023,32,251
Estonia,2023,33,286
Estonia,2023,34,271
Estonia,2023,35,271
Estonia,2023,36,286
Estonia,2023,37,249
Estonia,2023,38,276
Estonia,2023,39,272
Estonia,2023,40,260
Estonia,2023,41,323
Estonia,2023,42,339
Estonia,2023,43,313
Estonia,2023,44,321
Estonia,2023,45,304
Estonia,2023,46,333
Estonia,2023,47,314
Estonia,2023,48,322
Estonia,2023,49,349
Estonia,2023,50,365
Estonia,2023,51,415
Estonia,2023,52,363
Estonia,2024,1,376
Estonia,2024,2,393
Estonia,2024,3,398
Estonia,2024,4,369
Estonia,2024,5,346
Estonia,2024,6,324
Estonia,2024,7,337
Estonia,2024,8,317
Estonia,2024,9,325
Estonia,2024,10,290
Estonia,2024,11,309
Estonia,2024,12,332
Estonia,2024,13,297
Estonia,2024,14,299
Estonia,2024,15,327
Estonia,2024,16,301
Estonia,2024,17,287
Estonia,2024,18,264
Estonia,2024,19,297
Estonia,2024,20,305
Estonia,2024,21,289
Estonia,2024,22,259
Estonia,2024,23,268
Estonia,2024,24,262
Estonia,2024,25,320
Estonia,2024,26,309
Estonia,2024,27,264
Estonia,2024,28,293
Estonia,2024,29,262
Estonia,2024,30,248
Estonia,2024,31,271
Estonia,2024,32,278
Estonia,2024,33,295
Estonia,2024,34,274
Estonia,2024,35,303
Estonia,2024,36,271
Estonia,2024,37,256
Estonia,2024,38,272
Estonia,2024,39,337
Estonia,2024,40,307
Estonia,2024,41,334
Estonia,2024,42,300
Estonia,2024,43,329
Estonia,2024,44,335
Estonia,2024,45,330
Estonia,2024,46,292
Estonia,2024,47,346
Estonia,2024,48,293
Estonia,2024,49,258
Estonia,2024,50,322
Estonia,2024,51,328
Estonia,2024,52,302
Finland,2015,1,1084
Finland,2015,2,1159
Finland,2015,3,1151
Finland,2015,4,1040
Finland,2015,5,1062
Finland,2015,6,1062
Finland,2015,7,1093
Finland,2015,8,1075
Finland,2015,9,1126
Finland,2015,10,1134
Finland,2015,11,1047
Finland,2015,12,1015
Finland,2015,13,1012
Finland,2015,14,1070
Finland,2015,15,1075
Finland,2015,16,1040
Finland,2015,17,1075
Finland,2015,18,1021
Finland,2015,19,1009
Finland,2015,20,926
Finland,2015,21,939
Finland,2015,22,947
Finland,2015,23,907
Finland,2015,24,927
Finland,2015,25,987
Finland,2015,26,924
Finland,2015,27,1016
Finland,2015,28,885
Finland,2015,29,902
Finland,2015,30,902
Finland,2015,31,883
Finland,2015,32,874
Finland,2015,33,956
Finland,2015,34,946
Finland,2015,35,957
Finland,2015,36,917
Finland,2015,37,966
Finland,2015,38,977
Finland,2015,39,938
Finland,2015,40,957
Finland,2015,41,982
Finland,2015,42,1025
Finland,2015,43,1045
Finland,2015,44,967
Finland,2015,45,967
Finland,2015,46,1005
Finland,2015,47,1054
Finland,2015,48,1069
Finland,2015,49,1082
Finland,2015,50,1060
Finland,2015,51,1019
Finland,2015,52,1106
Finland,2015,53,1103
Finland,2016,1,1184
Finland,2016,2,1192
Finland,2016,3,1249
Finland,2016,4,1186
Finland,2016,5,1183
Finland,2016,6,1167
Finland,2016,7,1047
Finland,2016,8,1046
