valence,year,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo
0.359,1959,0.851,0.28300000000000003,0.285,1.22e-4,8,0.119,-14.015999999999998,1,0.0455,204.13
0.5489999999999999,1976,0.114,0.464,0.56,0,9,0.224,-11.309,1,0.0945,73.461
0.135,1927,0.991,0.258,0.257,0.9,4,0.35100000000000003,-15.87,1,0.0453,75.559
0.614,1960,0.8290000000000001,0.589,0.47,4.15e-6,7,0.224,-9.722,0,0.0297,117.866
0.309,1996,0.00984,0.512,0.8490000000000001,5.47e-5,4,0.309,-9.614,0,0.0906,174.082
0.142,1977,0.642,0.503,0.173,0.131,8,0.0567,-15.241,1,0.0291,104.731
0.8809999999999999,1968,0.373,0.687,0.416,0,0,0.0676,-11.132,1,0.0858,99.632
0.488,1970,0.612,0.489,0.315,9.45e-5,7,0.295,-14.229,1,0.0272,105.648
0.708,1980,0.14,0.5870000000000001,0.482,0.00475,5,0.992,-17.642,1,0.0332,135.39
0.405,2020,0.241,0.6890000000000001,0.643,3.82e-5,6,0.127,-6.142,0,0.0735,136.002
0.262,1987,0.875,0.28800000000000003,0.132,0,2,0.0759,-14.057,1,0.0318,82.81299999999997
0.35600000000000004,2006,8.290000000000001e-5,0.28,0.983,6.77e-4,8,0.363,-4.181,1,0.135,102.029
0.541,1997,0.215,0.738,0.545,2.43e-5,7,0.279,-6.153,1,0.281,172.077
0.809,2008,0.142,0.894,0.625,0,10,0.387,-7.338999999999999,0,0.354,90.121
0.821,2008,0.256,0.696,0.74,9.42e-4,6,0.245,-6.349,0,0.0524,82.00399999999998
0.823,2005,0.5,0.598,0.643,0,5,0.0435,-6.303,1,0.134,167.97099999999998
0.375,1982,0.0294,0.394,0.8240000000000001,1.3e-4,9,0.0749,-10.793,0,0.0668,147.702
0.438,1935,0.945,0.331,0.15,0.0125,4,0.271,-15.745,1,0.0373,83.037
0.418,1930,0.8540000000000001,0.474,0.314,2.65e-6,10,0.102,-7.667999999999997,0,0.0284,110.954
0.52,2004,0.737,0.306,0.272,1.64e-4,0,0.217,-12.324000000000002,1,0.0345,86.611
0.33,1955,0.976,0.4370000000000001,0.0372,0.382,3,0.0957,-18.598,1,0.0414,93.841
0.728,1947,0.901,0.529,0.317,5.22e-6,3,0.0939,-11.205,1,0.16399999999999998,78.791
0.218,2005,0.292,0.53,0.3720000000000001,0,6,0.121,-8.603,1,0.0301,117.78
0.785,1998,4.5e-4,0.449,0.975,0,10,0.14,-2.789,0,0.0582,178.06900000000005
0.529,1955,0.544,0.459,0.197,0,4,0.18600000000000003,-18.253,0,0.1,118.661
0.573,1988,0.00737,0.5670000000000001,0.928,0,8,0.343,-3.955,1,0.0371,100.593
0.259,1962,0.964,0.307,0.103,1.4e-5,9,0.0992,-14.943,1,0.0312,111.492
0.259,1930,0.988,0.403,0.193,2.52e-6,10,0.603,-13.555,0,0.0568,73.755
0.556,1969,0.642,0.441,0.49,4.56e-4,5,0.417,-11.249,1,0.0447,107.735
0.624,1988,0.0143,0.935,0.805,1.53e-6,7,0.298,-4.782,1,0.225,105.641
0.341,2013,1.01e-4,0.468,0.98,1.58e-5,1,0.305,-4.086,1,0.168,95.953
0.835,1950,0.752,0.593,0.593,0.768,0,0.376,-9.365,1,0.0272,108.906
0.236,1958,0.942,0.29100000000000004,0.0938,0.00307,0,0.126,-21.572,1,0.0307,99.548
0.595,1935,0.217,0.7090000000000001,0.125,0,7,0.385,-18.025,1,0.889,132.374
0.959,1990,0.491,0.626,0.583,0.35200000000000004,6,0.247,-9.069,1,0.0488,167.44799999999995
0.8079999999999999,1976,5.23e-5,0.42,0.936,6.02e-4,9,0.0533,-7.19,0,0.0683,150.624
0.962,1940,0.988,0.516,0.5379999999999999,0.00504,11,0.251,-7.93,1,0.0409,77.69
0.5,1965,0.0634,0.4270000000000001,0.6859999999999999,0.0218,10,0.35,-7.725,0,0.0362,144.13299999999995
0.718,1977,0.728,0.58,0.317,0.8959999999999999,9,0.0944,-18.909,1,0.0479,105.909
0.926,1959,0.809,0.66,0.519,0.287,7,0.8029999999999999,-11.254,1,0.0333,124.631
0.887,1965,0.199,0.581,0.589,0,10,0.34600000000000003,-9.449,1,0.0283,110.743
0.945,1994,0.17,0.775,0.457,0,10,0.142,-9.652,1,0.0345,110.923
0.407,2018,0.0026,0.718,0.846,0,1,0.11,-6.157,1,0.0354,115.002
0.114,1926,0.994,0.388,0.0498,0.8640000000000001,7,0.0785,-24.458,1,0.0348,89.56700000000002
0.873,2004,0.158,0.645,0.916,0.128,2,0.601,-6.277,1,0.0576,117.466
0.438,2006,0.111,0.526,0.8370000000000001,1.23e-6,6,0.28600000000000003,-6.565,1,0.282,82.196
0.762,1995,9.06e-5,0.407,0.925,0.00624,9,0.0538,-7.643,1,0.0514,114.378
0.926,1968,0.105,0.69,0.636,6.620000000000001e-5,7,0.0713,-9.098,1,0.0313,131.012
0.21600000000000005,1963,0.87,0.355,0.185,0,11,0.268,-12.775,1,0.031,82.324
0.7170000000000001,1967,0.742,0.784,0.466,0.0914,10,0.27,-9.193,1,0.12,118.406
0.648,1978,0.289,0.792,0.516,1.51e-4,7,0.0862,-10.438,1,0.0462,134.434
0.219,2007,0.238,0.627,0.397,2.730000000000001e-5,6,0.103,-8.765,1,0.0292,119.877
0.966,2000,0.262,0.765,0.7909999999999999,1.54e-4,8,0.0669,-5.7070000000000025,1,0.0317,95.026
0.5589999999999999,1955,0.985,0.625,0.147,0.557,0,0.107,-12.681,0,0.0449,77.307
0.7809999999999999,2011,0.0446,0.74,0.807,4.02e-5,0,0.0538,-9.976,0,0.0363,101.042
0.622,2003,0.0538,0.442,0.846,4.71e-6,4,0.282,-5.214,1,0.0764,128.235
0.467,1989,0.0138,0.511,0.767,5.06e-6,6,0.0994,-9.294,1,0.0508,134.619
0.515,1996,0.745,0.463,0.555,0,1,0.163,-6.43,0,0.0381,73.613
0.359,2011,2e-4,0.457,0.838,1.02e-4,7,0.888,-3.794,1,0.0348,85.98899999999998
0.581,1940,0.8859999999999999,0.4970000000000001,0.5429999999999999,0.00709,2,0.184,-8.164,0,0.0409,132.179
0.5770000000000001,1994,0.0293,0.636,0.7959999999999999,1.68e-4,2,0.33,-7.627999999999999,1,0.0668,122.725
0.393,1962,0.967,0.47,0.201,0,10,0.29,-11.695,1,0.0497,110.63
0.541,1990,0.273,0.769,0.8170000000000001,0,4,0.263,-5.1389999999999985,0,0.207,100.965
0.19,2015,0.47,0.843,0.435,0,8,0.147,-8.442,1,0.17800000000000002,120.058
0.598,1983,0.0155,0.436,0.933,4.61e-6,2,0.225,-6.157,1,0.0606,127.926
0.541,1949,0.98,0.412,0.31,0.00483,0,0.134,-11.286,0,0.0484,83.72399999999998
0.589,2017,0.128,0.758,0.6459999999999999,0,7,0.0778,-4.7010000000000005,1,0.112,155.955
0.0862,2006,0.737,0.414,0.29600000000000004,1.22e-4,11,0.103,-10.341,1,0.029,139.80100000000002
0.18600000000000003,1949,0.98,0.377,0.22,6.53e-5,0,0.121,-13.715,1,0.0534,71.69
0.932,2006,0.00824,0.7240000000000001,0.772,0.00454,11,0.0654,-4.015,0,0.0328,130.007
0.682,1971,0.508,0.481,0.7140000000000001,7.979999999999999e-5,7,0.39,-8.294,0,0.0739,145.333
0.305,1925,0.99,0.37,0.149,0,5,0.221,-12.285,0,0.0501,79.605
0.478,1959,0.943,0.688,0.223,0.883,0,0.0859,-18.266,0,0.0493,126.068
0.521,1996,0.34600000000000003,0.7929999999999999,0.575,0,7,0.268,-7.977,1,0.287,93.056
0.0948,1989,0.517,0.263,0.229,8.47e-4,2,0.116,-10.204,1,0.0307,96.362
0.8340000000000001,1991,0.154,0.748,0.684,0,11,0.107,-5.018,1,0.204,166.342
0.695,1972,0.7440000000000001,0.6940000000000001,0.489,2.59e-6,2,0.079,-13.119000000000002,1,0.0535,97.982
0.121,1942,0.995,0.48,0.0371,0.899,7,0.183,-21.82,1,0.0565,132.765
0.906,2003,0.792,0.682,0.422,3.19e-6,11,0.0967,-10.905,1,0.0411,101.089
0.278,2015,1.53e-4,0.5670000000000001,0.97,0.705,5,0.0763,-2.858,0,0.0497,100.011
0.936,1988,0.136,0.607,0.753,0.00856,9,0.0659,-10.720999999999998,1,0.0326,144.637
0.423,1972,0.782,0.619,0.22,1.19e-5,0,0.124,-13.843,1,0.0667,75.16
0.79,2007,0.009,0.508,0.8859999999999999,2.13e-6,8,0.136,-6.074,1,0.0408,160.11
0.773,2018,0.0325,0.725,0.674,3.55e-6,11,0.0531,-5.254,0,0.0363,120.057
0.73,2012,1.45e-4,0.597,0.919,0,7,0.282,-2.954,1,0.044,113.987
0.442,2018,0.0223,0.628,0.8109999999999999,0,4,0.0797,-4.26,1,0.0338,124.066
0.931,2000,0.0685,0.639,0.941,4.72e-5,7,0.312,-4.384,1,0.0435,170.16400000000004
0.316,1948,0.981,0.442,0.103,0.261,9,0.159,-17.487000000000002,1,0.0417,72.63
0.287,2014,0.0885,0.6459999999999999,0.794,6.16e-6,7,0.201,-6.104,1,0.19,170.21599999999995
0.0743,1941,0.994,0.473,0.123,0.8740000000000001,10,0.127,-18.526,1,0.057,130.189
0.229,1962,0.721,0.328,0.237,0.8290000000000001,3,0.149,-12.148,1,0.0287,81.902
0.0623,1974,0.988,0.39,0.105,0.831,1,0.113,-23.247,1,0.0516,101.281
0.8809999999999999,1931,0.964,0.725,0.403,3.07e-5,8,0.0607,-10.652,1,0.382,118.157
0.588,1967,0.442,0.487,0.418,0,10,0.17,-6.184,1,0.032,93.236
0.205,2015,0.115,0.551,0.747,0,7,0.0895,-7.911,1,0.254,88.93700000000004
0.197,1997,0.882,0.465,0.147,3.09e-5,2,0.134,-15.472,1,0.0298,88.931
0.682,1979,0.7929999999999999,0.439,0.274,8.49e-5,0,0.227,-16.033,1,0.0377,201.5
0.104,2007,1.6899999999999994e-5,0.507,0.993,6.65e-4,5,0.0804,-3.44,1,0.139,108.012
0.452,1928,0.987,0.305,0.0999,0.0436,5,0.13,-19.882,1,0.0519,213.803
0.746,1986,8.16e-4,0.828,0.715,1.59e-6,10,0.276,-13.66,0,0.202,95.387
0.747,1959,0.777,0.485,0.581,0.00667,5,0.344,-10.639,0,0.14400000000000002,130.613
0.113,1981,0.937,0.444,0.174,4.83e-4,8,0.11,-15.488,1,0.0447,113.73
0.0387,1984,0.161,0.263,0.29100000000000004,0.584,1,0.298,-15.025,0,0.0333,87.67200000000004
0.446,1972,0.00169,0.281,0.49,0.0132,4,0.0601,-14.904000000000002,0,0.0369,154.507
0.5579999999999999,1994,3.09e-5,0.35200000000000004,0.871,2.22e-4,0,0.136,-7.885,1,0.101,97.932
0.8390000000000001,1989,6.01e-4,0.7659999999999999,0.797,0.293,7,0.0727,-12.362,1,0.0725,122.858
0.101,2000,6.03e-5,0.332,0.691,0.455,3,0.118,-5.51,1,0.0382,96.512
0.562,1986,6.7e-4,0.539,0.828,0.421,4,0.154,-9.108,0,0.035,105.25
0.0908,1955,0.655,0.101,0.368,0.6920000000000001,7,0.0929,-13.458,0,0.0425,70.961
0.196,1996,7.99e-4,0.342,0.343,0.779,11,0.0832,-21.736,0,0.191,115.35
0.939,1980,0.0916,0.775,0.621,0,0,0.147,-10.265,1,0.035,110.602
0.938,1998,0.00109,0.7659999999999999,0.92,1.61e-4,7,0.337,-6.699,1,0.0935,144.07299999999995
0.386,1983,0.0959,0.63,0.34700000000000003,0,7,0.0916,-14.879,1,0.0249,82.855
0.46,1998,0.0106,0.87,0.574,0,1,0.209,-6.747000000000001,1,0.393,90.099
0.8059999999999999,1950,0.992,0.563,0.218,0.175,6,0.14,-17.372,0,0.211,71.622
0.5770000000000001,2005,0.778,0.643,0.4270000000000001,9.49e-5,9,0.136,-9.196,1,0.0391,116.042
0.32,1926,0.387,0.633,0.203,0,9,0.342,-21.628,0,0.95,80.096
0.8290000000000001,1959,0.74,0.489,0.499,2.36e-4,11,0.156,-9.702,1,0.0271,133.341
0.327,2003,1.4099999999999e-4,0.462,0.984,4.28e-5,6,0.377,-3.559,0,0.114,156.921
0.925,1978,0.281,0.708,0.648,0.14800000000000002,9,0.1,-11.276,1,0.0271,91.12
0.479,1950,0.779,0.72,0.295,0,0,0.13,-16.505,1,0.588,124.312
0.295,1972,0.918,0.228,0.245,0.00195,3,0.131,-15.434,1,0.0288,82.962
0.813,1982,0.18600000000000003,0.79,0.461,0.0842,7,0.104,-15.688,1,0.056,97.439
0.5760000000000001,1935,0.406,0.631,0.145,0,1,0.4270000000000001,-16.723,1,0.941,170.858
0.375,2003,0.7,0.66,0.487,0,5,0.159,-6.7570000000000014,1,0.0333,125.914
0.0353,1997,0.0712,0.132,0.304,3.34e-5,11,0.118,-9.39,1,0.0364,100.069
0.126,1949,0.967,0.335,0.101,1.79e-6,5,0.254,-20.606,1,0.0508,125.661
0.35200000000000004,2015,0.032,0.232,0.705,6.6e-5,5,0.185,-6.928,1,0.0997,74.28
0.534,1974,0.797,0.32299999999999995,0.573,2.11e-5,2,0.561,-11.009,1,0.037,87.68299999999998
0.396,1957,0.787,0.542,0.098,0.00241,7,0.109,-21.253,0,0.0423,112.005
0.0981,1949,0.978,0.157,0.25,2.02e-4,2,0.103,-11.788,1,0.0362,169.553
0.0412,2003,8.2e-4,0.301,0.5710000000000001,0.8,8,0.0851,-10.152,0,0.0332,178.084
0.394,1957,0.917,0.627,0.168,0.929,8,0.116,-19.479,1,0.0479,113.463
0.606,1987,0.195,0.368,0.604,0.261,11,0.0543,-10.759,0,0.0353,116.391
0.36,1980,0.74,0.638,0.278,7.14e-4,7,0.129,-14.419,1,0.0307,111.605
0.947,1987,0.0613,0.763,0.8240000000000001,4.45e-5,1,0.0226,-10.054,0,0.033,116.975
0.459,1968,0.7959999999999999,0.473,0.228,2.04e-6,5,0.113,-12.036,0,0.027,97.168
0.8,2009,0.29100000000000004,0.611,0.72,0,4,0.35600000000000004,-8.359,1,0.0259,128.594
0.4,2020,0.267,0.906,0.388,4.120000000000001e-5,0,0.301,-10.922,0,0.252,139.983
0.569,1939,0.975,0.5670000000000001,0.0709,6.53e-4,8,0.358,-20.518,1,0.0432,79.913
0.863,1973,0.336,0.7020000000000001,0.752,7.28e-4,4,0.314,-8.017999999999999,1,0.0299,126.505
0.855,1995,0.0961,0.8270000000000001,0.84,0.0174,1,0.107,-8.47,1,0.101,127.24
0.336,1989,0.544,0.508,0.411,1.01e-5,3,0.0753,-10.633,1,0.0328,157.409
0.926,1979,0.146,0.851,0.529,6.96e-5,5,0.0656,-12.201,0,0.0569,105.865
0.611,1979,0.44,0.49,0.865,0.0204,3,0.956,-10.013,1,0.126,127.581
0.468,2011,0.322,0.8809999999999999,0.416,0,1,0.0927,-13.488,1,0.158,96.997
0.617,1992,0.358,0.7040000000000001,0.257,0,1,0.0487,-16.119,1,0.0812,86.046
0.246,2014,0.0445,0.573,0.735,0.865,2,0.187,-4.132,1,0.0428,170.007
0.526,1991,0.0488,0.353,0.921,0.065,2,0.314,-5.64,1,0.0758,145.589
0.7559999999999999,1969,0.5589999999999999,0.568,0.645,0.00115,10,0.7390000000000001,-11.714,1,0.5,83.67200000000003
0.951,1983,0.0323,0.6990000000000001,0.944,0,9,0.0529,-4.328,1,0.0446,133.642
0.4920000000000001,1990,0.202,0.649,0.537,1.4800000000000002e-5,2,0.0494,-13.635,1,0.0246,102.834
0.91,1959,0.5379999999999999,0.624,0.759,0,9,0.0439,-5.955,0,0.0386,124.615
0.795,1970,0.416,0.8,0.441,0.0404,0,0.314,-15.98,1,0.0604,109.889
0.921,1959,0.52,0.518,0.519,0,4,0.0961,-9.031,1,0.0401,172.245
0.29100000000000004,2015,0.679,0.733,0.408,3.92e-5,7,0.11,-7.834,0,0.0388,94.947
0.4970000000000001,2008,1.19e-4,0.313,0.993,3.35e-4,11,0.303,-0.463,0,0.0751,129.255
0.154,1989,0.551,0.665,0.479,5.48e-4,7,0.28600000000000003,-9.296,1,0.0247,92.864
0.5489999999999999,1978,0.209,0.471,0.474,0,1,0.349,-10.413,1,0.0356,99.692
0.7490000000000001,1961,0.613,0.665,0.645,0,3,0.33,-9.181,1,0.0352,78.115
0.0979,2019,0.345,0.7190000000000001,0.768,0,11,0.104,-5.658,0,0.19,137.887
0.535,1997,0.141,0.723,0.387,2.88e-4,6,0.0229,-6.3729999999999976,1,0.0348,82.04700000000003
0.634,1945,0.993,0.575,0.154,0.00649,9,0.17,-17.814,1,0.0816,97.553
0.515,1952,0.552,0.588,0.18600000000000003,0.0018,5,0.106,-13.321,1,0.0534,132.056
0.6970000000000001,1993,0.13,0.5529999999999999,0.396,1.25e-6,8,0.17,-14.02,1,0.0393,121.215
0.5489999999999999,2009,0.0981,0.6659999999999999,0.785,0.0198,4,0.434,-5.37,0,0.0308,122.973
0.564,1961,0.55,0.466,0.264,0,2,0.0615,-13.76,1,0.0405,160.578
0.6,1940,0.183,0.705,0.0702,0,11,0.7759999999999999,-21.192,0,0.952,132.88
0.965,1926,0.995,0.826,0.231,0.95,2,0.195,-12.302,1,0.0939,115.399
0.0507,1930,0.96,0.355,0.0505,0.0189,2,0.112,-17.474,0,0.04,114.734
0.404,1970,0.9,0.371,0.304,0.845,4,0.103,-12.343,1,0.0274,79.957
0.456,2011,0.921,0.401,0.114,0,7,0.122,-13.601,1,0.0357,102.904
0.349,2019,0.0849,0.7909999999999999,0.8390000000000001,0,0,0.193,-2.887,1,0.0424,116.991
0.226,1989,0.00409,0.628,0.411,0.128,11,0.345,-15.76,0,0.03,126.903
0.61,1975,0.297,0.421,0.8740000000000001,0.0623,9,0.319,-9.702,1,0.038,113.351
0.407,1945,0.0749,0.65,0.209,7.18e-5,8,0.116,-19.93,1,0.939,77.607
0.882,1931,0.987,0.892,0.449,0.644,1,0.125,-6.47,1,0.0925,113.708
0.494,1939,0.97,0.653,0.0168,0,1,0.249,-14.724,0,0.37,86.926
0.232,2016,0.5710000000000001,0.36,0.205,0,10,0.0797,-11.576,1,0.0477,148.985
0.23,1951,0.968,0.34700000000000003,0.21600000000000005,0.775,10,0.131,-17.043,1,0.0558,138.089
0.429,1990,0.371,0.398,0.479,0,0,0.135,-7.073,1,0.0361,87.584
0.8420000000000001,1999,0.0752,0.688,0.706,0,2,0.0924,-7.925,1,0.042,131.705
0.124,1950,0.957,0.195,0.17600000000000002,0.252,2,0.172,-16.724,1,0.0365,88.963
0.366,1992,0.00325,0.279,0.8170000000000001,0.0346,6,0.0855,-5.331,0,0.0458,156.64
0.411,1966,0.8440000000000001,0.5379999999999999,0.218,0.872,7,0.109,-16.045,1,0.034,84.92200000000003
0.574,1975,0.382,0.54,0.537,8.4499999999999e-4,2,0.141,-3.833,0,0.0254,99.21
0.174,1977,0.253,0.287,0.269,0.00418,0,0.0599,-18.385,0,0.036,126.663
0.439,1942,0.967,0.251,0.304,0.8959999999999999,1,0.105,-16.227999999999998,0,0.0352,166.953
0.0786,1926,0.995,0.373,0.0697,0.894,8,0.366,-26.333,1,0.0383,66.26899999999999
0.897,1998,0.465,0.7859999999999999,0.547,6.59e-5,7,0.0702,-5.488,0,0.0447,130.36700000000002
0.197,1986,1.96e-4,0.315,0.994,0.071,3,0.0972,-4.063,0,0.0559,138.14
0.248,2016,0.825,0.64,0.126,0.855,11,0.0736,-22.783,0,0.0438,109.071
0.856,1974,0.586,0.601,0.7659999999999999,9.03e-4,7,0.34700000000000003,-13.262,1,0.0466,130.14
0.212,1957,0.991,0.321,0.00391,0.622,6,0.118,-28.263,0,0.0382,100.975
0.476,2010,0.746,0.821,0.0601,4.17e-6,0,0.115,-13.629,1,0.0565,105.423
0.887,1970,0.0666,0.642,0.68,2.31e-6,0,0.054,-9.362,1,0.0321,129.891
0.795,1957,0.7340000000000001,0.46,0.725,0.0196,10,0.41,-5.973,1,0.0379,134.555
0.516,2004,0.00847,0.534,0.967,0.105,3,0.107,-2.4730000000000003,0,0.0951,151.988
0.963,1964,0.831,0.76,0.613,1.82e-6,7,0.0736,-11.524,1,0.0441,123.009
0.256,1942,0.992,0.482,0.11,2.8000000000000013e-5,0,0.116,-15.503,1,0.063,89.616
0.95,2008,0.428,0.8420000000000001,0.7909999999999999,0,7,0.0989,-5.277,0,0.0437,126.962
0.213,1986,0.45,0.478,0.487,1.99e-5,1,0.3670000000000001,-9.031,0,0.0336,88.171
0.906,1987,0.157,0.862,0.7190000000000001,1.24e-4,7,0.0956,-4.2810000000000015,0,0.0436,122.881
0.921,1967,0.385,0.5589999999999999,0.339,0.782,2,0.0261,-13.581,1,0.062,155.15
0.422,2000,0.522,0.499,0.685,0,5,0.564,-4.499,1,0.0613,112.854
0.8340000000000001,1968,0.542,0.679,0.52,0,8,0.787,-13.562,1,0.235,121.411
0.647,1950,0.991,0.551,0.368,0.856,0,0.101,-9.353,1,0.0421,80.02
0.224,1953,0.953,0.579,0.0889,0.00706,0,0.087,-17.983,1,0.0546,67.53
0.385,1963,0.974,0.264,0.0437,0.959,7,0.305,-25.467,1,0.0437,90.777
0.8340000000000001,1974,0.6709999999999999,0.5479999999999999,0.414,0,5,0.21600000000000005,-9.581,1,0.0308,178.72299999999996
0.493,1946,0.989,0.165,0.123,0.902,10,0.09,-27.893,0,0.0341,83.334
0.111,1954,0.963,0.109,0.23,0.955,0,0.0957,-13.231,1,0.0407,168.392
0.542,1998,0.371,0.8140000000000001,0.431,0,8,0.335,-9.125,1,0.0936,129.957
0.297,1951,0.989,0.595,0.0425,0.00127,5,0.118,-19.697,1,0.0365,74.973
0.967,1962,0.7490000000000001,0.532,0.8740000000000001,7.5e-5,10,0.342,-6.146,1,0.066,166.5
0.106,1971,0.957,0.171,0.134,7.3e-4,3,0.13699999999999998,-17.377,1,0.0384,73.94
0.644,1981,0.369,0.6709999999999999,0.393,0,5,0.0959,-11.396,1,0.0317,110.47
0.669,1949,0.935,0.336,0.152,0.918,9,0.363,-16.486,1,0.0329,175.09099999999995
0.172,2019,0.0818,0.444,0.5670000000000001,1.36e-6,2,0.225,-8.187999999999999,0,0.247,83.661
0.3720000000000001,1965,0.0141,0.381,0.438,8.86e-6,7,0.336,-10.761,1,0.0343,183.15
0.473,1929,0.966,0.45,0.242,0.0673,7,0.229,-11.483,0,0.0418,120.255
0.8290000000000001,2007,0.608,0.615,0.7140000000000001,1.09e-5,2,0.139,-2.972,0,0.0354,157.474
0.5660000000000001,1970,0.0218,0.349,0.49,0.00414,2,0.0364,-14.994000000000002,1,0.0343,154.44899999999996
0.958,1980,0.0695,0.7509999999999999,0.475,0.0164,0,0.189,-16.996,1,0.0401,132.993
0.0751,1959,0.99,0.493,0.0663,0.907,1,0.107,-19.935,0,0.051,78.11
0.617,1994,0.273,0.828,0.6859999999999999,0,11,0.524,-5.689,0,0.218,91.713
0.241,1986,0.967,0.285,0.0795,1.01e-4,1,0.239,-15.380999999999998,1,0.0471,81.26
0.7390000000000001,1966,0.667,0.6809999999999999,0.338,0,10,0.111,-11.298,1,0.0337,75.366
0.406,1970,0.973,0.521,0.273,1.04e-5,1,0.159,-13.768,1,0.0352,122.999
0.0986,2019,0.00832999999999999,0.466,0.612,0,5,0.963,-7.731,1,0.0299,94.974
0.241,1938,0.994,0.426,0.422,2.88e-4,4,0.111,-15.404000000000002,1,0.943,80.633
0.775,1986,0.154,0.5379999999999999,0.58,3.41e-5,0,0.104,-10.605,1,0.0261,95.806
0.18600000000000003,1964,0.748,0.268,0.263,0.0683,7,0.181,-12.774,1,0.0386,83.28200000000002
0.568,2003,0.238,0.725,0.726,0.00243,1,0.265,-7.4460000000000015,1,0.233,101.807
0.235,1953,0.982,0.504,0.0522,9.4e-5,7,0.113,-17.828,1,0.0446,77.064
0.606,1952,0.993,0.721,0.0351,2.34e-5,5,0.223,-12.88,1,0.637,108.989
0.5720000000000001,1959,0.937,0.593,0.251,0,10,0.141,-11.133,1,0.0347,95.031
0.195,2019,0.78,0.647,0.309,7.41e-6,7,0.202,-7.947999999999999,0,0.0366,87.045
0.527,1951,0.877,0.519,0.514,1.4e-4,0,0.0731,-13.95,1,0.212,179.287
0.8640000000000001,1970,0.395,0.636,0.805,7.45e-5,9,0.16699999999999998,-10.777,1,0.0419,95.166
0.7759999999999999,1950,0.0836,0.696,0.743,0.197,1,0.119,-6.6229999999999976,1,0.0439,137.276
0.243,1934,0.898,0.348,0.378,0.00516,0,0.111,-10.844,1,0.0374,116.505
0.491,2012,0.0182,0.674,0.8140000000000001,0,7,0.079,-2.814,1,0.0391,128.092
0.601,1972,0.691,0.393,0.546,1.51e-6,9,0.096,-4.834,1,0.0679,164.024
0.81,1935,0.961,0.597,0.475,0,10,0.274,-9.625,1,0.0669,77.65899999999998
0.56,1983,0.949,0.363,0.0565,0.91,0,0.122,-26.949,1,0.0501,83.807
0.799,1974,0.0723,0.531,0.615,0.101,9,0.23,-8.568999999999999,1,0.0354,97.587
0.187,1980,0.138,0.495,0.613,0,2,0.221,-9.498,1,0.0825,135.408
0.517,1989,1.79e-4,0.561,0.871,0.237,0,0.0925,-5.48,1,0.0314,138.97799999999998
0.111,1974,0.8809999999999999,0.474,0.0785,0.0154,5,0.108,-18.171,1,0.0384,130.224
0.657,1972,0.22,0.481,0.908,0.0049,5,0.271,-6.53,1,0.0394,136.925
0.813,2003,0.188,0.845,0.906,0.0512,7,0.0199,-3.804,1,0.0687,94.987
0.13699999999999998,1987,0.5539999999999999,0.474,0.238,3.95e-6,1,0.107,-15.595,1,0.0271,99.005
0.897,1978,0.127,0.637,0.687,1.12e-5,9,0.063,-10.664,1,0.0306,125.512
0.8759999999999999,1962,0.938,0.534,0.525,0.00512,7,0.117,-8.379,1,0.0592,146.841
0.317,1983,0.00294,0.28300000000000003,0.813,0,2,0.107,-6.09,1,0.0747,77.764
0.147,1951,0.985,0.348,0.265,1.14e-5,7,0.486,-14.57,1,0.11,91.021
0.92,2007,0.466,0.63,0.511,0,5,0.142,-6.197,0,0.0388,168.833
0.733,1955,0.8140000000000001,0.315,0.282,0,7,0.269,-11.411,0,0.0407,208.959
0.8270000000000001,1960,0.669,0.329,0.8109999999999999,3.24e-4,7,0.268,-12.156,1,0.0733,106.092
0.304,2020,0.0946,0.807,0.606,0,3,0.119,-8.871,0,0.08800000000000001,92.988
0.8320000000000001,2016,0.385,0.6709999999999999,0.551,2.75e-5,7,0.471,-10.809,0,0.0499,79.459
0.6970000000000001,1956,0.458,0.51,0.366,0.0115,5,0.136,-15.543,0,0.0501,141.653
0.595,1972,0.302,0.6509999999999999,0.386,6.670000000000001e-5,9,0.0622,-16.775,1,0.0361,81.232
0.153,1926,0.984,0.339,0.187,0.887,5,0.105,-17.569000000000006,0,0.0326,67.09899999999999
0.381,2018,0.115,0.594,0.7979999999999999,0,4,0.14300000000000002,-5.244,1,0.0844,142.049
0.938,1933,0.727,0.611,0.81,1.86e-5,2,0.165,-7.1960000000000015,1,0.285,143.616
0.565,1985,0.034,0.541,0.873,3.620000000000001e-5,0,0.0608,-11.749,1,0.0449,156.082
0.403,1965,0.552,0.431,0.477,0.0331,7,0.206,-8.912,1,0.0264,108.308
0.0375,1991,0.93,0.395,0.00649,0.00292,5,0.108,-29.934,1,0.038,76.783
0.467,2004,1.33e-4,0.3720000000000001,0.975,4.29e-6,10,0.35100000000000003,-3.949,1,0.075,162.967
0.561,1997,0.409,0.618,0.688,6.32e-6,5,0.3,-5.867000000000001,0,0.0477,78.311
0.173,1928,0.991,0.425,0.507,0.873,5,0.585,-18.484,1,0.35,72.375
0.287,1967,0.277,0.4320000000000001,0.485,0.755,9,0.184,-8.437999999999999,0,0.0287,113.878
0.8390000000000001,1943,0.989,0.578,0.27,0.6559999999999999,6,0.232,-10.800999999999998,1,0.128,140.395
